Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Suburb_32,4,t,SP,Agent_15,Eastern Metro,5030,5.6,Council_14,3,1,2,858.4,169.6,,707349
Suburb_38,1,h,VB,Agent_2,Eastern Victoria,10458,15.1,Council_8,,1,0,811.1,240.9,1984,371442
Suburb_38,3,h,SA,Agent_2,Southern Metro,6343,20.5,Council_16,2,,1,,158.7,,435816
Suburb_4,3,u,SP,Agent_13,Southern Metro,5826,6.4,Council_20,3,1,2,,,1927,791552
Suburb_11,2,h,SP,Agent_11,Eastern Victoria,7416,24.2,Council_12,3,1,1,798.6,187.3,,391716
Suburb_29,3,h,S,Agent_22,Western Victoria,14577,5.8,Council_3,3,3,2,169.6,215.1,1941,723202
Suburb_24,1,u,VB,Agent_15,Eastern Victoria,4057,8.5,Council_10,1,3,1,136.8,113.4,,468719
Suburb_3,4,h,PI,Agent_19,Eastern Victoria,3685,7.4,Council_3,5,1,1,,137.6,,613518
Suburb_4,5,t,SP,Agent_15,Southern Metro,1460,8.3,Council_10,5,1,0,792.7,,1920,934420
Suburb_21,1,u,SP,Agent_9,Western Victoria,11210,14.2,Council_2,2,3,,482.8,182.8,,383198
Suburb_25,3,u,S,Agent_17,South-Eastern Metro,10324,7.1,Council_14,3,2,0,530.3,197.5,1997,700080
Suburb_7,4,h,PI,Agent_16,Southern Metro,9327,3.7,Council_7,3,2,,495.4,,,786806
Suburb_7,1,h,VB,Agent_19,Southern Metro,843,5.5,Council_5,,3,0,,,,537004
Suburb_6,2,h,SP,Agent_5,Eastern Victoria,11963,7.1,Council_1,,2,2,298.8,,1995,484680
Suburb_23,2,h,S,Agent_17,Eastern Metro,12237,8.9,Council_19,2,3,3,313.9,,1911,518450
Suburb_1,1,u,PI,Agent_8,Eastern Victoria,14202,4.9,Council_18,2,2,2,,210.9,2018,617426
Suburb_23,5,h,VB,Agent_20,Southern Metro,13972,5.2,Council_18,4,2,2,348.7,,1991,1070872
Suburb_20,3,h,SP,Agent_20,Eastern Metro,4316,9.1,Council_2,3,1,0,,158.1,,
Suburb_19,4,h,SP,Agent_16,Eastern Metro,10800,9.3,Council_8,4,2,1,673.3,,,625378
Suburb_28,3,h,S,Agent_24,Eastern Metro,6338,13.1,Council_21,2,3,3,698.3,,1959,457444
Suburb_21,5,h,VB,Agent_14,South-Eastern Metro,9141,5.5,Council_13,5,2,1,111.9,161.9,2006,777554
Suburb_30,5,h,SA,Agent_1,Western Victoria,5321,10.7,Council_3,6,1,3,411,,1928,737947
Suburb_31,4,u,VB,Agent_16,Western Victoria,10026,7.4,Council_3,4,2,2,1056.8,70.2,2007,779452
Suburb_37,2,h,PI,Agent_20,South-Eastern Metro,14314,6,Council_6,1,3,1,,,2004,581168
Suburb_32,3,u,VB,Agent_3,Southern Metro,9957,7.5,Council_21,2,3,0,628,75.1,1933,575557
Suburb_21,5,u,SP,Agent_3,Western Victoria,13852,8.1,Council_4,5,2,0,531.7,124.3,,795254
Suburb_20,3,h,S,Agent_7,Northern Victoria,14009,3.5,Council_19,4,3,1,827.9,,1976,722583
Suburb_10,3,u,SP,Agent_22,Northern Victoria,2223,3.6,Council_15,2,1,1,588.6,,1928,660973
Suburb_24,1,h,VB,Agent_14,South-Eastern Metro,14482,11.5,Council_20,0,2,2,,155,,431341
Suburb_6,5,h,VB,Agent_25,Eastern Victoria,12364,6.3,Council_18,6,2,2,520,,1922,924579
Suburb_38,4,h,SA,Agent_22,Western Victoria,6687,9,Council_7,3,1,1,524.4,100.8,,492482
Suburb_34,2,h,SA,Agent_14,Northern Victoria,9201,11.3,Council_18,1,3,2,,,,
Suburb_5,3,u,SP,Agent_17,Northern Victoria,9447,7.5,Council_4,2,3,3,104.3,,1956,524279
Suburb_32,3,t,S,Agent_9,South-Eastern Metro,11902,10.8,Council_7,4,1,2,,287.3,1906,658975
Suburb_5,1,u,SP,Agent_3,Eastern Metro,12140,8.2,Council_5,1,1,3,819.9,143.4,,174913
Suburb_29,5,h,SA,Agent_10,Eastern Metro,1985,8.4,Council_3,4,3,1,,79.7,,831629
Suburb_4,5,h,SA,Agent_15,South-Eastern Metro,515,14.9,Council_2,4,3,3,409.8,,,593368
Suburb_20,5,t,S,Agent_5,Northern Metro,4074,7.1,Council_4,6,3,1,432.5,218.9,,1064502
Suburb_27,2,h,S,Agent_6,Eastern Metro,8141,11.6,Council_3,3,1,0,153,125.5,2011,437981
Suburb_30,2,h,PI,Agent_1,South-Eastern Metro,12813,3,Council_8,1,3,0,0,68.2,,407199
Suburb_17,1,h,VB,Agent_19,Western Victoria,9966,8.8,Council_2,0,3,0,298.8,201.2,,570510
Suburb_37,4,h,SA,Agent_23,Northern Victoria,2470,17,Council_2,3,3,3,393.1,125.1,,658168
Suburb_31,2,h,VB,Agent_21,Western Metro,10899,25.2,Council_21,3,3,,67.6,189.2,,644235
Suburb_9,5,h,SP,Agent_10,Western Metro,7288,3.1,Council_2,4,3,3,553.1,,1920,1000369
Suburb_27,5,h,S,Agent_15,South-Eastern Metro,5847,6.3,Council_2,4,2,3,848.9,,,893030
Suburb_30,1,h,VB,Agent_25,Northern Victoria,11689,4.2,Council_1,1,1,1,752.6,293.8,2000,483087
Suburb_14,5,h,PI,Agent_15,Northern Metro,4786,7.2,Council_3,5,1,3,,46.5,1980,797122
Suburb_30,1,h,SA,Agent_8,Northern Victoria,9470,12.7,Council_12,1,3,3,,100.9,1978,321891
Suburb_36,3,h,PI,Agent_9,Western Metro,3141,15.2,Council_18,4,3,3,,134.6,1992,732138
Suburb_33,3,u,PI,Agent_19,South-Eastern Metro,6032,15.5,Council_16,2,1,1,543.9,,,701315
Suburb_31,5,h,SP,Agent_12,Western Victoria,8588,2.9,Council_13,5,2,1,,,,899442
Suburb_26,4,u,S,Agent_21,Western Victoria,9539,8,Council_2,4,1,0,,227.3,1976,674598
Suburb_11,5,u,SA,Agent_22,Northern Victoria,13829,5.4,Council_17,4,1,,252.6,,,772383
Suburb_32,3,h,SA,Agent_1,Eastern Metro,4710,7,Council_1,4,2,3,0,,2002,497728
Suburb_15,5,u,S,Agent_19,Western Metro,13491,5.9,Council_14,5,2,2,184,,,840225
Suburb_22,5,u,VB,Agent_10,Southern Metro,12340,3.1,Council_9,5,2,0,645.8,,,754260
Suburb_13,5,h,SP,Agent_13,Western Victoria,5719,15.3,Council_19,6,2,3,508.1,,,849629
Suburb_13,3,h,PI,Agent_7,Eastern Victoria,2531,4.9,Council_7,2,2,1,135.3,,1901,732115
Suburb_7,2,h,SA,Agent_10,Eastern Victoria,4238,5.5,Council_14,3,3,2,74.1,,,
Suburb_39,5,t,SA,Agent_9,Eastern Metro,10038,17,Council_10,6,1,2,393.6,196.5,,567993
Suburb_6,4,u,S,Agent_2,Eastern Metro,11937,2.7,Council_11,3,1,0,126.2,50.2,1977,533635
Suburb_4,5,t,SP,Agent_20,Eastern Victoria,9377,10.1,Council_20,6,2,0,656.2,153.2,1981,991250
Suburb_38,3,t,SA,Agent_4,Northern Victoria,11012,13.7,Council_15,4,2,0,376.6,,,554691
Suburb_23,5,h,SA,Agent_10,South-Eastern Metro,1974,16.3,Council_9,5,3,3,311.9,132.3,,830519
Suburb_18,4,u,S,Agent_5,Western Metro,7827,9.7,Council_10,4,3,3,272.5,,,662806
Suburb_30,4,h,SA,Agent_5,Western Metro,13169,11.7,Council_15,,2,1,578.9,111.7,,600853
Suburb_16,1,u,PI,Agent_10,South-Eastern Metro,6140,13.7,Council_8,0,1,1,512.8,163.5,,199542
Suburb_6,3,h,PI,Agent_23,Eastern Victoria,13533,7.3,Council_4,2,1,1,560.6,163.3,1934,579116
Suburb_30,4,h,S,Agent_24,Eastern Metro,2295,4.5,Council_10,4,2,1,554,136.8,,799046
Suburb_8,4,u,VB,Agent_10,Eastern Victoria,14691,17.7,Council_2,5,2,2,,172.2,1945,769046
Suburb_23,5,u,VB,Agent_13,Southern Metro,11884,11,Council_4,5,2,1,190.1,,,796758
Suburb_38,2,h,VB,Agent_25,Western Metro,9580,8,Council_9,1,1,2,280.9,,,449574
Suburb_38,2,h,VB,Agent_6,Western Victoria,9453,3.2,Council_17,2,3,1,,137.6,1910,547851
Suburb_15,5,h,SA,Agent_24,Western Victoria,14076,1.4,Council_17,4,2,2,,121,,
Suburb_32,5,t,SA,Agent_3,Western Victoria,5964,9.9,Council_6,6,2,3,95.3,102.3,,747959
Suburb_25,1,h,VB,Agent_6,Eastern Metro,2891,1.4,Council_9,1,1,,,135.5,2005,362690
Suburb_20,2,h,SA,Agent_9,Eastern Victoria,13822,8,Council_4,2,3,0,529.5,262.2,1937,725936
Suburb_6,5,h,VB,Agent_1,Western Victoria,1989,5,Council_16,5,2,2,409,,,785678
Suburb_16,1,h,VB,Agent_21,Western Victoria,10065,5.9,Council_6,2,1,,822.2,81.3,1936,323863
Suburb_27,4,h,PI,Agent_22,Northern Metro,4356,15.5,Council_17,5,1,,407.5,,1969,
Suburb_40,1,h,VB,Agent_10,South-Eastern Metro,13973,5.1,Council_18,1,2,3,,121.7,1923,435114
Suburb_1,1,u,S,Agent_21,Western Victoria,14618,8.2,Council_15,1,1,1,744.4,,,488622
Suburb_29,4,t,PI,Agent_20,Eastern Victoria,7378,5.1,Council_7,3,,2,,113.7,1996,837410
Suburb_34,4,t,PI,Agent_21,Southern Metro,8232,9.4,Council_21,4,3,3,922.2,226.8,,
Suburb_39,3,h,SA,Agent_21,Eastern Victoria,7091,8.7,Council_15,3,3,0,,,,665530
Suburb_17,5,h,S,Agent_15,Northern Metro,6665,8,Council_14,5,2,1,485.1,233.9,1963,938397
Suburb_5,2,u,VB,Agent_3,Western Metro,14089,13.7,Council_18,3,2,0,514,,1975,393570
Suburb_11,3,u,S,Agent_24,South-Eastern Metro,4663,2.7,Council_19,4,2,1,544.1,,1974,608350
Suburb_35,4,h,SA,Agent_16,Western Metro,14416,2.2,Council_2,4,2,0,245.8,,2013,957146
Suburb_36,4,u,SA,Agent_23,South-Eastern Metro,9931,3.6,Council_19,4,2,3,781,160.1,1979,813609
Suburb_26,2,u,SP,Agent_24,Southern Metro,14431,8.7,Council_17,1,2,1,,286.3,2006,
Suburb_5,4,u,SA,Agent_5,Northern Victoria,9375,10.3,Council_5,4,3,0,486.5,,,491291
Suburb_5,3,u,PI,Agent_11,South-Eastern Metro,12374,0.7,Council_7,4,1,0,118.7,165.4,1926,428502
Suburb_20,3,h,SA,Agent_5,South-Eastern Metro,7604,10.3,Council_16,4,1,0,518.7,,1977,553182
Suburb_24,5,h,VB,Agent_2,Eastern Metro,7204,19.4,Council_5,6,3,0,0,59.2,1918,543444
Suburb_2,2,h,S,Agent_25,Eastern Metro,4233,6.4,Council_10,2,3,0,325.5,51.7,1913,542084
Suburb_28,4,h,SP,Agent_24,Eastern Metro,3549,18,Council_15,5,3,2,,,1925,445753
Suburb_22,5,u,PI,Agent_24,Western Metro,1046,9.8,Council_14,6,2,3,586.1,,1932,689682
Suburb_1,4,h,SP,Agent_23,Northern Victoria,6059,16.8,Council_20,4,2,3,,,,577877
Suburb_4,5,h,S,Agent_17,Eastern Metro,14822,15.1,Council_3,4,1,3,,185.8,1987,735508
Suburb_19,3,u,SA,Agent_14,Western Metro,14105,6.4,Council_7,3,1,3,934.5,181.6,1969,
Suburb_29,2,u,SA,Agent_25,Eastern Metro,10508,12.7,Council_21,3,3,1,693.6,270.9,1924,579946
Suburb_34,5,u,PI,Agent_14,Southern Metro,5771,6.4,Council_12,5,2,1,,212.7,1933,827527
Suburb_18,4,h,SP,Agent_17,South-Eastern Metro,8045,19.2,Council_6,5,2,2,1057.1,,,559411
Suburb_12,2,u,S,Agent_6,Eastern Victoria,11472,6.8,Council_7,3,1,1,,,2009,482457
Suburb_39,2,h,SA,Agent_19,Eastern Metro,529,10.6,Council_8,1,2,2,260.9,182.3,1914,279319
Suburb_19,2,h,SP,Agent_21,Eastern Victoria,13883,21.2,Council_12,3,3,3,,122.4,,636050
Suburb_13,5,h,S,Agent_17,Northern Victoria,13121,10.9,Council_6,5,2,0,,81.3,1938,787387
Suburb_18,1,h,SP,Agent_13,Southern Metro,14570,6,Council_14,2,2,3,,,,450367
Suburb_1,4,u,PI,Agent_5,Eastern Metro,1868,3.3,Council_10,4,3,3,,,,835638
Suburb_13,3,h,VB,Agent_1,Northern Metro,14241,2.7,Council_13,3,,2,,,,462613
Suburb_21,1,h,SP,Agent_16,Northern Metro,9395,10.2,Council_4,0,1,1,986.2,,1969,255452
Suburb_37,4,u,SA,Agent_18,Eastern Metro,8548,7.5,Council_14,3,2,1,,136.8,,711152
Suburb_30,4,u,VB,Agent_20,Western Metro,3103,3.6,Council_20,4,2,0,705.9,151.7,1998,
Suburb_32,4,h,SA,Agent_24,Eastern Victoria,7632,11.9,Council_3,4,3,1,657.3,,,
Suburb_22,3,t,SP,Agent_13,Southern Metro,5767,11.8,Council_7,,1,2,,,1994,
Suburb_5,2,u,VB,Agent_21,Eastern Victoria,14820,7.4,Council_15,1,1,2,250.8,161.1,,357980
Suburb_16,1,t,SP,Agent_18,Southern Metro,5425,17.3,Council_13,1,2,0,301.2,95.4,1930,182115
Suburb_40,1,t,VB,Agent_7,Southern Metro,3663,2.3,Council_15,0,2,2,669.4,40.9,2017,485312
Suburb_2,2,t,VB,Agent_22,South-Eastern Metro,14222,6.1,Council_12,1,3,3,,,2010,717257
Suburb_36,4,u,SP,Agent_2,Eastern Victoria,3219,10.9,Council_15,4,2,0,,,1972,
Suburb_28,1,h,SA,Agent_15,Northern Victoria,13615,3.9,Council_13,1,2,0,62.7,,,449188
Suburb_12,5,h,SA,Agent_24,Northern Metro,14466,12.6,Council_2,5,1,3,,233.8,2005,890566
Suburb_32,3,h,SA,Agent_17,Northern Metro,4956,14.7,Council_16,4,2,2,521.4,57.4,1918,540639
Suburb_34,2,u,SP,Agent_24,Western Metro,10493,1,Council_10,3,2,2,649.7,183.2,1907,639506
Suburb_2,5,h,VB,Agent_2,Western Metro,12052,17.6,Council_2,5,2,3,337.8,227.6,,666204
Suburb_5,1,u,S,Agent_14,Western Victoria,8276,10.5,Council_9,2,2,2,304.2,,1966,242321
Suburb_27,5,h,S,Agent_20,Eastern Metro,10606,5.7,Council_10,4,2,2,1073.8,24.2,,853306
Suburb_40,2,h,SA,Agent_17,Southern Metro,2414,2.9,Council_2,3,1,,0,98.8,1960,
Suburb_1,2,h,S,Agent_23,Western Victoria,7982,13.6,Council_21,2,1,3,583.6,,,531215
Suburb_27,3,h,SA,Agent_12,Southern Metro,7941,3.5,Council_5,4,1,3,136.5,181.4,1904,492829
Suburb_6,5,h,PI,Agent_18,Northern Metro,8713,10.5,Council_7,6,2,1,378.5,,1934,687896
Suburb_27,2,h,SP,Agent_11,Western Metro,14191,3.6,Council_10,3,3,2,308.6,20,1910,633099
Suburb_25,5,u,S,Agent_22,Western Metro,12458,7.9,Council_18,6,3,2,,132,,842212
Suburb_4,2,h,VB,Agent_3,Northern Victoria,9241,13.2,Council_16,1,1,0,510.6,,,413065
Suburb_28,2,h,VB,Agent_7,Western Victoria,6348,5.7,Council_17,1,1,0,0,,,605891
Suburb_36,4,h,PI,Agent_3,Western Victoria,6367,17.5,Council_5,4,2,2,,158.8,,617871
Suburb_35,4,h,SA,Agent_18,Eastern Metro,792,11,Council_18,4,1,2,472.9,128.1,1988,605967
Suburb_2,2,h,SP,Agent_6,Western Victoria,8490,3.9,Council_18,1,2,2,92.2,,,414384
Suburb_10,1,u,PI,Agent_8,South-Eastern Metro,4160,3,Council_10,2,2,1,954,,1903,448179
Suburb_10,2,u,SP,Agent_21,Northern Metro,13349,4.7,Council_12,1,3,3,321.7,153.1,1950,580952
Suburb_19,3,h,PI,Agent_10,Western Victoria,11717,7.7,Council_1,4,2,1,,186.9,1994,
Suburb_6,1,h,S,Agent_4,Southern Metro,13736,18.4,Council_16,0,3,0,,191.8,1997,352917
Suburb_35,1,h,PI,Agent_1,Northern Victoria,14939,20.4,Council_21,1,,0,475.5,,,349440
Suburb_32,5,h,PI,Agent_6,Eastern Victoria,6301,5.6,Council_10,6,3,3,892.4,,1973,971209
Suburb_33,1,u,PI,Agent_23,Southern Metro,6711,5.5,Council_12,1,2,2,,127.5,,589258
Suburb_8,3,h,PI,Agent_14,Eastern Metro,9316,12.1,Council_11,4,2,1,,,,266591
Suburb_1,4,u,VB,Agent_25,Western Metro,6742,12,Council_2,5,,0,826.4,178.6,,747604
Suburb_37,2,h,PI,Agent_6,Western Victoria,4548,16,Council_14,3,2,0,1014.9,,1903,398821
Suburb_12,3,h,SP,Agent_9,Southern Metro,10753,16.2,Council_16,3,3,0,574.7,179.8,,597449
Suburb_27,1,h,SP,Agent_5,South-Eastern Metro,7040,4.5,Council_20,2,2,0,971.1,74.1,,367642
Suburb_37,4,h,VB,Agent_10,Western Metro,14156,2.6,Council_20,4,1,2,737.7,257.4,1952,805733
Suburb_2,4,t,SA,Agent_15,Northern Metro,3688,11.1,Council_11,5,2,0,543.2,192.6,,578274
Suburb_1,5,h,VB,Agent_21,South-Eastern Metro,6935,9,Council_21,,2,0,605.1,,1979,861625
Suburb_1,5,u,VB,Agent_10,Eastern Victoria,8206,1.7,Council_12,4,2,1,,93.9,,1045573
Suburb_7,2,u,SA,Agent_20,Northern Victoria,13663,2.6,Council_14,,1,2,,214.6,1961,582143
Suburb_3,1,h,SA,Agent_16,Southern Metro,8884,10.8,Council_13,,1,1,36.9,83.9,1962,187801
Suburb_33,2,h,PI,Agent_8,Southern Metro,1501,7.2,Council_21,1,1,0,,285.7,1983,562812
Suburb_25,1,h,S,Agent_23,Western Metro,5398,10.9,Council_16,2,2,2,557.9,113.2,2011,358426
Suburb_40,3,h,VB,Agent_11,Northern Victoria,13348,3.7,Council_3,2,1,1,165.8,253.2,1983,712599
Suburb_33,1,u,VB,Agent_4,Northern Victoria,4445,11.4,Council_2,2,2,0,497.9,138.9,2019,360173
Suburb_39,5,h,SP,Agent_25,Southern Metro,5439,9.6,Council_9,6,1,2,,,,791493
Suburb_10,4,t,SA,Agent_23,Northern Victoria,2689,11.9,Council_11,3,1,3,,105.9,1993,631499
Suburb_12,2,h,SA,Agent_2,Eastern Metro,10931,5.9,Council_15,3,1,2,,151.1,1950,
Suburb_34,5,h,SP,Agent_23,South-Eastern Metro,2523,5.1,Council_11,,1,0,769.6,198.3,1987,668545
Suburb_10,4,u,PI,Agent_24,Eastern Victoria,5833,2.9,Council_11,4,1,1,473.2,,1910,769775
Suburb_3,3,h,S,Agent_21,South-Eastern Metro,10816,6.5,Council_20,4,3,,632.3,,,840138
Suburb_27,1,t,S,Agent_7,Northern Metro,13484,14.4,Council_8,0,1,3,141.1,,,358212
Suburb_33,2,h,SP,Agent_16,Western Victoria,3713,16.6,Council_11,1,2,3,,155.1,,348515
Suburb_39,3,t,SP,Agent_14,Northern Metro,5316,3.5,Council_12,3,2,3,829.2,,,770575
Suburb_38,4,u,SP,Agent_16,Western Victoria,2210,7.7,Council_10,4,3,3,791.1,107.7,1917,679323
Suburb_5,2,u,S,Agent_16,Northern Metro,6849,18.6,Council_21,1,2,2,,,1909,230500
Suburb_31,4,h,PI,Agent_16,Northern Victoria,14983,20,Council_21,4,2,2,336.3,136.9,,755578
Suburb_34,2,u,VB,Agent_13,Northern Metro,4911,6.3,Council_11,1,3,2,203.4,,,609049
Suburb_28,2,h,SP,Agent_18,Northern Metro,4268,15.1,Council_10,1,3,,303.1,,,731400
Suburb_33,3,u,PI,Agent_14,South-Eastern Metro,6295,13.6,Council_13,2,1,2,80.3,,,313107
Suburb_34,1,h,SP,Agent_1,South-Eastern Metro,13492,13,Council_4,0,3,0,,134.4,,410302
Suburb_18,3,h,VB,Agent_1,Northern Metro,8432,2.3,Council_9,4,,3,,158.7,1970,660458
Suburb_2,2,h,VB,Agent_24,Western Victoria,9333,5.4,Council_5,3,1,0,,,1938,367470
Suburb_19,2,h,SA,Agent_23,Eastern Metro,11817,7.1,Council_4,2,2,1,472.8,,2013,629600
Suburb_9,4,h,S,Agent_15,Eastern Metro,10868,7,Council_2,5,3,1,,210.6,1928,722008
Suburb_5,2,u,SA,Agent_5,Eastern Metro,9183,7.6,Council_13,2,1,3,,167.4,1921,249282
Suburb_5,4,h,SP,Agent_20,Western Metro,8633,21.2,Council_1,5,1,0,316.5,104.2,,471186
Suburb_28,4,u,S,Agent_4,Southern Metro,8232,6.5,Council_14,3,3,1,327.4,100.6,1917,813492
Suburb_21,4,h,VB,Agent_10,Western Metro,3121,9.9,Council_10,3,2,1,246.2,268.4,1958,789539
Suburb_22,2,u,S,Agent_9,Southern Metro,6507,9.7,Council_8,3,1,0,158.7,,,349178
Suburb_30,5,u,S,Agent_1,Northern Metro,12782,7.7,Council_17,4,3,0,,,1926,903047
Suburb_22,2,h,SA,Agent_21,Eastern Metro,1071,3.7,Council_12,3,2,1,,171.7,,461795
Suburb_26,2,u,SP,Agent_13,South-Eastern Metro,12505,8.3,Council_16,2,1,3,516.4,131.3,1977,343005
Suburb_4,5,t,PI,Agent_8,Eastern Victoria,8706,1.6,Council_15,5,1,1,,89.9,,893865
Suburb_35,2,u,SP,Agent_13,Eastern Metro,5570,10.5,Council_1,2,2,3,899.6,102.9,,457518
Suburb_18,4,h,S,Agent_1,Eastern Metro,2153,1.4,Council_5,5,1,2,,117.2,1975,503673
Suburb_7,1,h,S,Agent_11,Eastern Victoria,11575,9.9,Council_12,0,2,3,694.4,,1912,
Suburb_33,4,u,S,Agent_13,South-Eastern Metro,510,5.2,Council_21,5,1,3,567.7,229.7,2018,795601
Suburb_30,5,h,PI,Agent_9,Eastern Victoria,8374,4,Council_4,6,1,2,,149.5,,993272
Suburb_3,4,u,PI,Agent_21,Western Victoria,2854,12.2,Council_3,5,3,2,598.3,,2002,730274
Suburb_8,3,h,S,Agent_7,Eastern Victoria,13681,6,Council_20,4,1,0,0,156.4,,547410
Suburb_1,5,u,SP,Agent_4,Western Victoria,3143,8,Council_21,6,3,2,938.8,,,899647
Suburb_11,2,h,SP,Agent_14,Western Metro,12140,2.4,Council_4,2,1,0,654.5,,1938,709032
Suburb_4,2,h,PI,Agent_23,Western Metro,8823,17.3,Council_9,2,2,2,240.4,,1938,433041
Suburb_29,1,t,SA,Agent_10,Eastern Metro,1094,8.5,Council_14,1,1,2,,73.7,1956,310081
Suburb_21,4,u,VB,Agent_2,Southern Metro,10940,8.5,Council_5,5,2,3,0,220.3,1953,774433
Suburb_40,4,u,SA,Agent_25,South-Eastern Metro,13249,15.3,Council_7,4,2,2,405.8,149.5,1978,499033
Suburb_30,4,t,S,Agent_12,South-Eastern Metro,3711,10.6,Council_9,4,1,1,355.2,,1955,689486
Suburb_25,4,h,SP,Agent_5,Eastern Victoria,14544,0.9,Council_14,3,2,1,102.5,108.4,1994,809935
Suburb_21,1,h,VB,Agent_16,Southern Metro,12076,18.3,Council_7,0,3,2,,,,267535
Suburb_3,4,h,SP,Agent_8,Western Metro,11261,6.3,Council_9,3,2,1,883,50,1936,617835
Suburb_3,4,h,SA,Agent_24,Southern Metro,5372,17.7,Council_7,4,1,1,,104.2,,540529
Suburb_25,2,h,PI,Agent_8,Western Victoria,2238,6.2,Council_16,2,3,1,,,1987,577568
Suburb_1,3,t,SP,Agent_14,Eastern Metro,6725,5.3,Council_4,4,1,2,,,,482441
Suburb_2,5,h,SA,Agent_14,Southern Metro,12206,10.2,Council_5,5,1,0,,57.1,,524847
Suburb_9,3,h,PI,Agent_7,Northern Victoria,9006,23.6,Council_6,2,2,2,175.3,95.5,1937,384684
Suburb_36,4,h,SA,Agent_13,Western Victoria,9888,15.1,Council_20,4,1,1,304.2,126.9,1977,712078
Suburb_19,3,h,PI,Agent_3,Western Victoria,11824,10.9,Council_20,2,1,1,411.1,,1915,447731
Suburb_29,4,h,S,Agent_17,Northern Metro,5412,10.1,Council_11,5,3,1,574.5,142.3,1954,636402
Suburb_17,4,u,VB,Agent_19,Eastern Metro,1041,8.2,Council_4,5,2,0,,,1980,821398
Suburb_7,4,h,S,Agent_24,Southern Metro,13318,17.2,Council_16,3,3,2,,,2011,
Suburb_15,4,h,VB,Agent_9,Eastern Metro,9394,12.4,Council_11,3,2,2,,270.3,1952,658418
Suburb_4,5,u,PI,Agent_8,Northern Victoria,8700,2.8,Council_18,4,2,3,699.6,,,853009
Suburb_31,2,h,VB,Agent_14,Eastern Metro,8812,4.1,Council_8,2,3,1,,98.6,,595287
Suburb_8,5,u,SA,Agent_18,Northern Metro,12867,11.1,Council_21,4,1,2,1265.8,,1992,790100
Suburb_16,4,h,PI,Agent_25,Northern Victoria,11654,3.6,Council_17,5,2,,383.7,,1929,717786
Suburb_40,3,h,SA,Agent_1,Northern Metro,10216,8.5,Council_5,2,3,2,597,201.6,,655262
Suburb_24,2,h,S,Agent_6,Southern Metro,11839,13,Council_16,2,1,2,1348.8,162.4,1931,453658
Suburb_19,3,t,S,Agent_7,Northern Metro,4683,10.2,Council_7,3,3,3,558.2,,1916,625321
Suburb_22,4,h,SA,Agent_7,Northern Metro,10819,3.2,Council_8,3,,3,479.7,212.6,1909,812243
Suburb_32,2,h,PI,Agent_12,Western Metro,14637,4.2,Council_6,3,2,0,203.9,,1978,565287
Suburb_11,2,h,PI,Agent_22,Eastern Victoria,3906,10.4,Council_15,1,3,1,958.5,125.3,1975,687816
Suburb_26,5,u,S,Agent_1,Eastern Victoria,8779,22.2,Council_6,6,1,2,152.3,,1923,666550
Suburb_35,3,u,SP,Agent_21,Northern Metro,10377,7.4,Council_14,4,3,2,628.1,131.7,2005,766269
Suburb_23,4,h,VB,Agent_16,Northern Metro,7992,13.2,Council_13,4,1,1,,59.6,1933,568596
Suburb_18,1,u,SA,Agent_16,Eastern Metro,14548,10.3,Council_16,2,1,0,,,1973,
Suburb_6,1,u,SA,Agent_17,South-Eastern Metro,6350,5.2,Council_21,1,2,2,,194.7,,379058
Suburb_10,5,h,PI,Agent_3,South-Eastern Metro,3658,13.3,Council_1,4,2,2,,129.3,,617327
Suburb_38,1,h,PI,Agent_19,Eastern Victoria,2476,2.3,Council_21,0,3,0,416.7,228.3,,613174
Suburb_22,4,h,S,Agent_7,Eastern Metro,12814,12.7,Council_3,5,3,2,135.5,112.2,2011,551801
Suburb_13,5,t,S,Agent_13,Southern Metro,10450,10.7,Council_12,5,3,3,,39.7,1986,895059
Suburb_17,3,h,PI,Agent_17,Northern Metro,8880,5.5,Council_8,4,2,2,348.8,,2008,768615
Suburb_24,5,h,PI,Agent_16,Southern Metro,6746,3.8,Council_14,4,1,3,600.4,,2004,686134
Suburb_22,3,h,S,Agent_9,Northern Metro,6444,5.8,Council_16,4,3,1,,,1943,664564
Suburb_28,5,h,PI,Agent_10,Eastern Victoria,14051,4.9,Council_19,6,2,0,642.2,162.4,1967,920106
Suburb_11,2,u,VB,Agent_12,Eastern Metro,10365,6.7,Council_9,1,1,2,0,173.1,,468489
Suburb_26,3,h,SA,Agent_2,Eastern Victoria,14493,6.2,Council_20,3,3,0,708.6,,,735999
Suburb_18,2,u,SA,Agent_19,Northern Victoria,12121,5.5,Council_7,3,2,0,469.8,184.9,,504000
Suburb_38,4,h,SP,Agent_3,Northern Victoria,11630,2.2,Council_5,3,2,0,,183,,567494
Suburb_7,1,h,SP,Agent_12,Western Metro,8527,3.4,Council_8,,2,3,,102.6,1989,272957
Suburb_6,5,h,SA,Agent_17,Eastern Victoria,4016,14.5,Council_12,4,,3,,167.7,2001,
Suburb_19,1,u,VB,Agent_3,Northern Metro,9976,5.6,Council_15,1,1,1,,,1995,464573
Suburb_21,2,h,SP,Agent_25,Northern Metro,10881,6.8,Council_18,1,2,2,90.7,243.7,,628201
